area_type,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Hulimavu,2 BHK,Vandak ,1248,2,1,69
Built-up  Area,Kalkere,2 BHK,Sanetra,1147,2,1,54
Super built-up  Area,Sultan Palaya,2 BHK,HintsAp,1100,2,2,40
Super built-up  Area,Vijayanagar,3 BHK,Rancy R,1527,3,2,115
Plot  Area,Shantiniketan Layout,5 Bedroom,,2400,5,2,235
Super built-up  Area,Kanakpura Road,1 BHK,PrarePa,525,1,1,25
Super built-up  Area,Kaggadasapura,2 BHK,RohtsHe,1100,2,3,58
Super built-up  Area,Seegehalli,2 BHK,,1118,2,2,37.5
Super built-up  Area,Kanakapura,3 BHK,,1476,3,1,75
Built-up  Area,Gopal Reddy Layout,3 BHK,Krestee,2100,3,1,75
Super built-up  Area,Roopena Agrahara,3 BHK,,1215,2,2,46.5
Super built-up  Area,Ambalipura,2 BHK,Dimes E,1332,2,1,79
Super built-up  Area,Hennur Road,2 BHK,,1350,2,3,49
Plot  Area,Kothannur,4 Bedroom,,600,4,1,81
Super built-up  Area,Haralur Road,2 BHK,RInceeg,1243,2,2,46
Super built-up  Area,NGR Layout,2 BHK,,1105,2,2,49.73
Plot  Area,Padmanabhanagar,3 Bedroom,,1500,2,1,200
Super built-up  Area,Kasavanhalli,2 BHK,TRensre,1200,2,2,50
Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1251,2,1,47.4
Super built-up  Area,Kambipura,2 BHK,Prrtht ,883,2,1,45
Super built-up  Area,Pai Layout,3 BHK,Tencyes,1400,2,3,67
Super built-up  Area,Rajaji Nagar,3 BHK,Brway G,1800,3,3,260
Super built-up  Area,Hegde Nagar,3 BHK,Soiniy ,1703,3,2,113
Super built-up  Area,NRI Layout,5 BHK,,2500,5,3,130
Super built-up  Area,Varthur,3 BHK,,1250,3,,71
Super built-up  Area,Jigani,2 BHK,DLhtsen,933,2,2,43
Plot  Area,sankeswari,1 Bedroom,,461.82,1,1,31.7
Super built-up  Area,Brookefield,2 BHK,Mapleer,1262,2,1,75
Super built-up  Area,Yelahanka,2 BHK,Rarthne,915,2,2,48
Super built-up  Area,Panathur,3 BHK,Saite G,1370,2,2,61.5
Super built-up  Area,Malleshpalya,2 BHK,Shise P,1210,2,3,55
Super built-up  Area,Kodihalli,3 BHK,Soianal,2392,4,2,260
Plot  Area,T c palya,3 Bedroom,,1500,2,0,85
Super built-up  Area,Govindraja Nagar,2 BHK,,1065,2,3,50
Super built-up  Area,Rajaji Nagar,4 BHK,,3100,4,2,570
Super built-up  Area,Ramamurthy Nagar,3 BHK,,1515,3,3,65
Plot  Area,Sarjapura - Attibele Road,4 Bedroom,,1800,4,,110
Super built-up  Area,Thanisandra,3 BHK,MNlam G,1445,2,3,40.31
Super built-up  Area,Uttarahalli,3 BHK,Evood S,1300,2,1,55
Built-up  Area,Vijayanagar,2 BHK,,989,2,0,60
Super built-up  Area,Jakkur,2 BHK,HRaniIb,1300,2,1,85
Super built-up  Area,Chandapura,3 BHK,SunceEs,1185,2,2,30.22
Plot  Area,Battarahalli,5 Bedroom,,1350,3,1,110
Super built-up  Area,Marathahalli,2 BHK,,1045,2,3,60
Super built-up  Area,Virat Nagar,2 BHK,,1205,2,2,42.18
Super built-up  Area,Chennammanakere Achukattu,2 BHK,,1260,2,1,75
Plot  Area,Devanahalli Road,5 Bedroom,,1320,5,2,199
Super built-up  Area,Ulsoor,3 BHK,,1500,2,2,125
Super built-up  Area,Bommanahalli,3 BHK,,1250,2,2,42.5
Built-up  Area,"Maragondana Halli, kr puram, old madras road",2 BHK,,1199,2,2,50
Super built-up  Area,Hennur Road,2 BHK,Maity W,1385,2,1,83.09
Plot  Area,Dhanalakshmi Layout,6 Bedroom,,1222,5,3,250
Super built-up  Area,Lakshminarayana Pura,2 BHK,RothaVa,1149,2,1,75
Super built-up  Area,Sarjapur  Road,3 BHK,Adeatlm,2180,3,2,170
Plot  Area,TC Palaya,8 Bedroom,,1200,7,1,110
Super built-up  Area,Jp nagar 8th Phase .,10 BHK,,12000,12,,525
Plot  Area,Thurahalli,5 Bedroom,Jalot C,1200,5,0,195
Super built-up  Area,Hulimavu,3 BHK,NiarkHy,1818,3,1,135
Super built-up  Area,Volagerekallahalli,2 BHK,,1070,2,2,33
Super built-up  Area,Rajaji Nagar,3 BHK,Brway G,1640,3,2,241
Built-up  Area,Nagarbhavi,3 BHK,DSesthr,1350,2,2,54.6
Built-up  Area,Chandapura,2 BHK,,630,1,1,27
Super built-up  Area,Hoodi,2 BHK,GoAirej,1430,2,2,113
Super built-up  Area,Nagavara,3 BHK,,2430,4,3,180
Plot  Area,Nobo Nagar,6 Bedroom,,1500,7,3,220
Super built-up  Area,Sarjapur  Road,2 BHK,Clell D,1084,2,3,55
Super built-up  Area,Hennur Road,3 BHK,Koagati,1186,2,1,56
Built-up  Area,Kengeri,2 BHK,Vaens G,1255,2,2,50
Super built-up  Area,Haralur Road,4 BHK,SoronSa,3400,5,3,240
Super built-up  Area,Hosa Road,3 BHK,Mahesr ,1541,3,1,69.84
Super built-up  Area,Iblur Village,4 BHK,Emine P,3596,5,1,282
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,NaonySy,1295,2,2,70
Plot  Area,Kasavanhalli,3 Bedroom,,1000,4,3,110
Built-up  Area,Sanjeevini Nagar,3 BHK,Betatsi,2820,3,,285
Super built-up  Area,7th Phase JP Nagar,3 BHK,SrncyRe,1370,2,2,54.79
Super built-up  Area,Electronic City,2 BHK,DSgmax ,1100,2,1,40
Super built-up  Area,Hebbal,4 BHK,Emceske,4772,6,2,510
Super built-up  Area,Rajaji Nagar,2 BHK,Brway G,1370,2,1,170
Super built-up  Area,7th Phase JP Nagar,3 BHK,,1370,2,1,54.79
Super built-up  Area,JP Nagar,2 BHK,DSillto,1200,2,2,62
Plot  Area,Gunjur,4 Bedroom,,2000,3,0,95
Built-up  Area,9th Phase JP Nagar,4 BHK,ImiteEl,3500,4,,300
Plot  Area,2nd Stage Nagarbhavi,5 Bedroom,,1200,4,3,240
Plot  Area,Kengeri,4 Bedroom,,2400,5,2,253
Super built-up  Area,Sarjapur  Road,3 BHK,,1220,3,2,62
Built-up  Area,Kanakapura Road,3 Bedroom,,1950,3,2,130
Super built-up  Area,Somasundara Palya,2 BHK,ManceEl,1178,2,3,73
Super built-up  Area,Dasanapura,3 BHK,Tavenew,1286,3,2,61.44
Super built-up  Area,Begur Road,2 BHK,Dhalsh ,1160,2,2,42
Super built-up  Area,Jigani,2 BHK,DLhtsan,918,2,2,55
Super built-up  Area,Electronic City,3 BHK,KonteiT,1563,3,2,91.84
Super built-up  Area,Govindpura,2 BHK,,1326,2,1,62.17
Super built-up  Area,3rd Block Jayanagar,3 BHK,,1350,2,2,140
Super built-up  Area,Hebbal,4 BHK,Cehosy ,3960,5,3,386
Super built-up  Area,Begur Road,2 BHK,,1240,2,2,39.06
Super built-up  Area,Kaggadasapura,2 BHK,JaaldEm,1325,2,2,50
Super built-up  Area,Sonnenahalli,2 BHK,Whosone,1100,2,1,44
Super built-up  Area,Cunningham Road,3 BHK,Lelia M,3875,3,2,800
Super built-up  Area,Gollarapalya Hosahalli,3 BHK,Mauner ,1605,3,2,50
Super built-up  Area,Hennur Road,5 BHK,,5600,5,3,515
Super built-up  Area,Somasundara Palya,2 BHK,Srhts P,1260,2,1,60
Super built-up  Area,Hoodi,3 BHK,Caycend,1553,3,2,83.09
Super built-up  Area,Whitefield,2 BHK,BMttaor,1280,2,2,52
Super built-up  Area,Hebbal,3 BHK,Arade A,1550,2,2,75
Super built-up  Area,Arekere,3 BHK,,1445,2,2,125
Super built-up  Area,Murugeshpalya,3 BHK,PintsAp,1550,3,2,74
Super built-up  Area,Electronics City Phase 1,3 BHK,SNdri N,1515,2,1,80.91
Super built-up  Area,Hosa Road,3 BHK,Skume R,1332,2,1,86.12
Super built-up  Area,Electronic City,3 BHK,Briumri,1652,3,2,70
Super built-up  Area,Hegde Nagar,3 BHK,Sonosty,1570,3,1,105
Plot  Area,Sarjapur  Road,4 Bedroom,Adeatlm,5400,4,3,725
Super built-up  Area,Sector 2 HSR Layout,1 BHK,DShtsow,794,1,1,60
Plot  Area,Seegehalli,3 Bedroom,,1200,2,0,62
Built-up  Area,7th Phase JP Nagar,4 Bedroom,RBRWAyo,3600,3,2,410
Plot  Area,Hosakerehalli,3 Bedroom,,1200,3,2,175
Super built-up  Area,JP Nagar,4 BHK,,1650,3,1,220
Plot  Area,Chandra Layout,4 Bedroom,,600,2,1,85
Super built-up  Area,HRBR Layout,3 BHK,VDenaWa,2800,3,2,250
Super built-up  Area,Sarjapur  Road,3 BHK,SocusHi,1750,3,2,110
Built-up  Area,Hebbal,2 BHK,,1053,2,1,48
Super built-up  Area,Kanakpura Road,3 BHK,PrarePa,1100,3,2,53
Super built-up  Area,Kadubeesanahalli,3 BHK,Srhan P,1665,3,3,70
Plot  Area,Outer Ring Road East,4 Bedroom,PrstaTe,4051,4,3,345
Plot  Area,Malleshwaram,4 Bedroom,,5500,5,1,1500
Built-up  Area,Bommasandra,3 BHK,KBaleoy,1447,3,2,80
Built-up  Area,Balagere,2 BHK,Soresea,1012,2,1,75
Super built-up  Area,Malleshpalya,3 BHK,Saestde,1900,3,2,60
Super built-up  Area,Narayanapura,2 BHK,AriosHe,1308,2,2,92.66
Super built-up  Area,Green Glen Layout,4 BHK,,3250,4,,230
Super built-up  Area,Hormavu,1 BHK,,1351,2,1,53
Super built-up  Area,Electronic City,2 BHK,,1000,2,2,22
Plot  Area,J P Nagar 7th Phase Ramayya City,4 Bedroom,,1200,4,2,350
Super built-up  Area,Gunjur,2 BHK,BMineis,1140,2,2,49.11
Super built-up  Area,Jakkur,4 BHK,SoineC ,2249.81 - 4112.19,4,0,260.5
Built-up  Area,Uttarahalli,3 BHK,,1250,2,1,55
Super built-up  Area,Kanakapura,3 BHK,SPavenc,1290,3,3,45.15
Super built-up  Area,Ambedkar Nagar,2 BHK,SoechHa,1424,2,2,90
Super built-up  Area,Garudachar Palya,3 BHK,,1320,2,2,60.6
Built-up  Area,Akshaya Nagar,3 BHK,DLhtsnd,1662,3,2,85.5
Super built-up  Area,Shanthala Nagar,5 BHK,Kierser,8321,5,3,2700
Super built-up  Area,Begur Road,2 BHK,Dhalsh ,1200,2,2,45
Built-up  Area,Koramangala,3 BHK,Jalonht,1975,3,,210
Super built-up  Area,Garudachar Palya,3 BHK,,1295,2,2,59.5
Super built-up  Area,Battarahalli,3 BHK,PaontWa,1777,3,2,100
Super built-up  Area,Kadugodi,3 BHK,,1900,3,,108
Super built-up  Area,Anandapura,3 BHK,ViensRK,1576,3,2,59.1
Super built-up  Area,Sompura,2 BHK,,1020,2,3,41
Super built-up  Area,Green Domain Layout,3 BHK,,2100,3,3,170
Super built-up  Area,Raja Rajeshwari Nagar,1 BHK,Prllsan,648,1,1,31.75
Super built-up  Area,Neeladri Nagar,3 BHK,AdingSV,1167,2,1,38
Plot  Area,Vyalikaval,7 Bedroom,,1000,7,3,160
Super built-up  Area,Hoodi,2 BHK,,1220,2,2,50.89
Super built-up  Area,Kogilu,3 BHK,Leora E,2350,5,1,327
Super built-up  Area,Vittasandra,2 BHK,,1259,2,1,67.4
Built-up  Area,Gottigere,4 Bedroom,,2000,4,2,82
Super built-up  Area,8th Phase JP Nagar,3 BHK,,1800,3,1,80
Built-up  Area,Cleveland Town,3 BHK,Coner C,1991,3,2,160
Super built-up  Area,Bannerghatta,3 BHK,,1665,3,3,110
Built-up  Area,"Hoodi Circle, ",2 BHK,,1234,2,1,61
Super built-up  Area,Mysore Road,3 BHK,,1340,2,2,64.31
Super built-up  Area,Banashankari,2 BHK,,1170,2,2,46.79
Built-up  Area,Electronics City Phase 1,2 BHK,,995,2,0,46
Super built-up  Area,Old Airport Road,2 BHK,,1075,2,2,60
Super built-up  Area,Electronic City,2 BHK,,1025,2,1,54.5
Super built-up  Area,Rachenahalli,3 BHK,NRodsen,2721,3,2,113
Super built-up  Area,Thanisandra,3 BHK,Bhmesy ,2000,3,2,99
Super built-up  Area,Whitefield,4 BHK,Sanne E,2500,4,3,155
Super built-up  Area,Mallasandra,2 BHK,GMilse ,1325,2,2,70
Super built-up  Area,Kadugodi,2 BHK,Alestrb,1314,2,3,68.2
Super built-up  Area,Kanakpura Road,3 BHK,,2265,3,2,136
Built-up  Area,7th Phase JP Nagar,7 Bedroom,,4800,7,0,170
Super built-up  Area,Yelahanka,2 BHK,,1026,2,1,41
Built-up  Area,Syndicate Bank Colony,3 BHK,,1200,3,2,66
Built-up  Area,Kada Agrahara,3 BHK,ARineha,2220,4,2,65
Super built-up  Area,KR Puram,2 BHK,MCnexva,1070 - 1315,2,0,51.22
Super built-up  Area,Hebbal,2 BHK,Mahosya,1420,2,1,99.39
Super built-up  Area,Sarjapur  Road,3 BHK,Ceiti I,1888,4,1,95
Super built-up  Area,JP Nagar,2 BHK,Shestut,1300,2,1,90.87
Super built-up  Area,Rajaji Nagar,2 BHK,Pumesim,1216,2,0,97.16
Plot  Area,"Off Sarjapur road, ",4 Bedroom,,3000,4,3,342
Built-up  Area,Begur,3 BHK,,1559,3,2,63
Super built-up  Area,Harlur,2 BHK,Prncyrn,1290,2,1,87
Plot  Area,M C Layout,6 Bedroom,,2400,6,,245
Built-up  Area,Whitefield,1 BHK,,905,1,1,55
Built-up  Area,Nanjappa Layout,2 BHK,AnazaPl,1069,2,,55
Super built-up  Area,Sarjapura - Attibele Road,2 BHK,,829,2,1,22.8
Built-up  Area,Koramangala,2 BHK,Proodt ,1900,2,1,200
Built-up  Area,Dodda Banaswadi,5 Bedroom,,3040Sq. Meter,5,1,140
Built-up  Area,Sarjapur  Road,3 BHK,MJinele,1300,3,2,60
Super built-up  Area,Channasandra,2 BHK,Unm 2El,1115,2,1,33.45
Super built-up  Area,Rajaji Nagar,3 BHK,PhestOn,2409,3,2,360
Super built-up  Area,Ambedkar Nagar,3 BHK,SoechHa,2150,4,2,125
Super built-up  Area,Marathahalli,3 BHK,Unezes ,1305,2,1,69
Super built-up  Area,Kanakpura Road,2 BHK,GolusLi,1252,2,1,56.32
Plot  Area,Hosakerehalli,5 Bedroom,,2400,5,,250
Plot  Area,Whitefield,2 Bedroom,,1200,2,1,46.13
Built-up  Area,Koramangala,3 BHK,,1750,3,1,130
Super built-up  Area,Electronic City Phase II,2 BHK,Assha A,545,1,1,35
Plot  Area,BEL Layout,2 Bedroom,,1375,2,1,105
Super built-up  Area,Subramanyapura,2 BHK,Chllsev,1313,2,2,66.5
Plot  Area,Attibele,4 Bedroom,,3640,4,1,275
Super built-up  Area,Akshayanagara East,3 BHK,,1693,3,2,108
Super built-up  Area,JCR Layout,2 BHK,ARnamru,1160,2,1,41.75
Plot  Area,Sri Kanteshwara Nagar,3 Bedroom,,1200,3,0,200
Super built-up  Area,Subramanyapura,3 BHK,Mayne A,1255,2,2,79
Plot  Area,KR Puram,4 Bedroom,,1000,4,1,75
Built-up  Area,Bellari Road,2 BHK,Pralmat,900,2,1,45
Super built-up  Area,Yelahanka New Town,3 BHK,Cerasy ,1700,3,2,90
Carpet  Area,Indira Nagar,3 BHK,Gonorir,1875,3,1,180
Carpet  Area,Uttarahalli,3 BHK,Baveles,1700,3,2,88
Super built-up  Area,Harlur,3 BHK,Prncyrn,1749,3,2,115
Plot  Area,Dasanapura,2 Bedroom,,1500,3,1,65
Super built-up  Area,Varanasi,2 BHK,,1175,2,1,48
Built-up  Area,Akshaya Nagar,2 BHK,,1280,2,1,60
Built-up  Area,Abbaiah Reddy Layout,2 BHK,Krllael,1200,2,2,50
Super built-up  Area,Ramagondanahalli,3 BHK,DNeremo,1610,2,2,115
Super built-up  Area,Electronic City,2 BHK,GMown E,1070,2,1,46
Plot  Area,TC Palaya,2 Bedroom,,1200,2,0,66
Super built-up  Area,9th Phase JP Nagar,2 BHK,,1127,2,1,50
Built-up  Area,Indira Nagar,2 BHK,VKvenas,1210,2,1,102
Built-up  Area,Jyothi Nagar,2 BHK,,600,2,1,23
Super built-up  Area,Thigalarapalya,4 BHK,Prtanha,4190,4,3,380
Super built-up  Area,Tata Nagar,2 BHK,Shensit,1364,2,2,70
Super built-up  Area,Whitefield,4 BHK,ArsiaEx,2268,3,0,146
Super built-up  Area,RK Layout 2nd Stage,3 BHK,,1150,2,2,77.5
Super built-up  Area,Tirumanahalli,2 BHK,,1146,2,1,39.5
Built-up  Area,Magadi Road,2 BHK,DSellil,1345,2,2,55
Super built-up  Area,Mylasandra,2 BHK,Laowsba,1110,2,2,41
Built-up  Area,Kengeri,2 BHK,VBvenal,750,2,1,36
Built-up  Area,Motappa Layout,2 BHK,Puodse ,1156,2,2,49.5
Super built-up  Area,Pattandur Agrahara,2 BHK,ARvasV ,1247,2,1,59.8
Super built-up  Area,Mangammanapalya,2 BHK,,1058,2,2,60
Super built-up  Area,Kaggalipura,2 BHK,Baowsig,950,2,1,48
Super built-up  Area,Vasanthapura,2 BHK,,420,2,0,35
Plot  Area,BTM 1st Stage,4 Bedroom,,600,2,2,90
Super built-up  Area,Vijayanagar,3 BHK,Saityat,1520,2,1,103
Super built-up  Area,Marathahalli,2 BHK,,1215,2,2,58.86
Built-up  Area,Raghuvanahalli,1 BHK,,900,1,1,30
Super built-up  Area,Hennur Road,3 BHK,Samittv,2350,3,2,174
Super built-up  Area,Thanisandra,2 BHK,,1050,2,2,46
Super built-up  Area, Devarabeesana Halli,3 BHK,Sorisa ,1672,3,2,150
Plot  Area,Laggere,5 Bedroom,,2800,5,2,125
Super built-up  Area,MCECHS  layout,3 BHK,,1500,2,2,65
Super built-up  Area,Geddalahalli,2 BHK,,1400,2,2,65
Plot  Area,Whitefield,4 Bedroom,Prtates,500Sq. Yards,4,2,378
Built-up  Area,8th Phase JP Nagar,4 Bedroom,,2700,4,2,130
Super built-up  Area,Bommasandra,2 BHK,SSestth,920,2,1,37.46
Plot  Area,Sarjapur  Road,3 Bedroom,Cetattu,1200,3,2,70
Built-up  Area,Brindavan Nagar,3 BHK,Mancy R,1250,3,2,139
Super built-up  Area,Hosakerehalli,3 BHK,SoageHe,1817,4,,153
Plot  Area,Cooke Town,5 Bedroom,,2043,6,,375
Super built-up  Area,HSR Layout,2 BHK,NRosete,1140,2,2,46
Built-up  Area,Yelahanka,4 Bedroom,,4346,4,1,450
Super built-up  Area,Haralur Road,2 BHK,NRowse ,1464,2,2,56
Super built-up  Area,Ambedkar Colony,2 BHK,RMcesa ,1468,3,2,130
Super built-up  Area,Electronics City Phase 1,3 BHK,SNdri N,1555,2,1,82
Plot  Area,Munnekollal,6 Bedroom,,1200,4,2,110
Built-up  Area,Whitefield,2 BHK,SNadeAr,1150,2,0,55
Super built-up  Area,Kadubeesanahalli,2 BHK,,970,2,1,35
Super built-up  Area,Banashankari,4 BHK,,2500,4,3,95
Super built-up  Area,Seetharampalya,2 BHK,Mazler ,1166,2,1,53
Plot  Area,Konanakunte,3 Bedroom,Prasa W,2779,3,1,317
Super built-up  Area,Electronic City,3 BHK,Palleon,1350,3,2,58
Built-up  Area,Mariyannapalya,2 BHK,,900,2,3,46
Super built-up  Area,7th Phase JP Nagar,3 BHK,,1300,2,2,52
Built-up  Area,Kanaka Nagar,3 BHK,SoersTo,1190,3,1,55
Super built-up  Area,Kodichikkanahalli,3 BHK,Suntsan,1495,2,2,75
Built-up  Area,Indira Nagar,2 BHK,Riousd ,1224,2,2,105
Super built-up  Area,Banashankari Stage III,3 BHK,Mandsi ,1350,2,2,68
Built-up  Area,Green Glen Layout,2 BHK,Mazzo P,940,2,1,56.8
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,DwntsAp,1100,2,1,55
Super built-up  Area,Kaikondrahalli,2 BHK,Sheurre,1300,2,2,61
Built-up  Area,Palace Road,3 BHK,,1480,2,0,145
Super built-up  Area,Hoodi,2 BHK,,1105,2,2,46.37
Plot  Area,Sarjapur  Road,3 Bedroom,AztheBr,2600,3,2,200
Super built-up  Area,Yelahanka,3 BHK,Goues A,1517,3,2,76.3
Built-up  Area,Horamavu Banaswadi,6 Bedroom,,3800,8,0,200
Super built-up  Area,Jalahalli,3 BHK,,1615,3,2,89.75
Super built-up  Area,MCECHS  layout,3 BHK,,1500,3,2,65
Super built-up  Area,Mysore Road,3 BHK,,1082,3,1,50.5
Super built-up  Area,Marathahalli,2 BHK,Vaoodar,1365,2,2,73
Super built-up  Area,Electronic City,2 BHK,Itelaa ,1000,2,3,25
Super built-up  Area,CV Raman Nagar,2 BHK,Pu270a ,1392,2,1,98
Super built-up  Area,Kodigehalli,2 BHK,,1086,2,1,33.66
Super built-up  Area,Hennur Road,3 BHK,ChionCo,1586,3,3,93.94
Built-up  Area,Hennur,2 BHK,,1100,2,1,60
Super built-up  Area,Electronic City Phase II,2 BHK,Sryalan,1065,2,1,30.75
Plot  Area,TC Palaya,3 Bedroom,,1500,2,1,120
Built-up  Area,7th Phase JP Nagar,3 BHK,Eladero,1575,2,2,120
Super built-up  Area,Hennur Road,3 BHK,,1975,3,3,123
Super built-up  Area,Nelamangala,2 BHK,,820,2,2,24
Super built-up  Area,Gubbalala,3 BHK,MauilTr,1745,3,2,110
Super built-up  Area,Nagarbhavi,2 BHK,SVdhaig,1223,2,1,60
Super built-up  Area,Ananth Nagar,3 BHK,,1200,2,1,65
Super built-up  Area,Basaveshwara Nagar,2 BHK,Niine J,1200,2,0,90
Super built-up  Area,Binny Pete,1 BHK,She 2rk,665,1,1,46.08
Super built-up  Area,Bharathi Nagar,2 BHK,FoapeWa,1351,2,2,70
Super built-up  Area,Hebbal,3 BHK,Magiaya,1355,3,1,83.87
Built-up  Area,Sector 7 HSR Layout,3 BHK,,3900,3,2,300
Super built-up  Area,Thanisandra,3 BHK,,1588,3,1,75.55
Carpet  Area,Amruthahalli,2 BHK,,900,2,1,60
Plot  Area,Bhuvaneshwari Nagar,3 Bedroom,,440,3,0,50
Built-up  Area,Harlur,4 Bedroom,,3385,4,,260
Super built-up  Area,Panathur,3 BHK,Saite G,1370,2,2,75
Plot  Area,Whitefield,3 Bedroom,,1500,3,1,71.8
Super built-up  Area,Pulikeshi Nagar,3 BHK,,2280,3,,285
Super built-up  Area,Kanakpura Road,3 BHK,,1100,3,2,53
Built-up  Area,Hoodi,2 BHK,Adion M,1247,2,0,53
Super built-up  Area,Domlur Layout,3 BHK,,2000,3,2,200
Super built-up  Area,Balagere,2 BHK,Soresea,1020.07,2,1,68.38
Super built-up  Area,Gunjur Palya,3 BHK,,1033,2,2,32
Built-up  Area,B Narayanapura,3 BHK,Niidet ,1460,2,3,73
Super built-up  Area,Garudachar Palya,2 BHK,,1150,2,2,52.8
Super built-up  Area,Sarjapur  Road,5 BHK,Maana E,5965,5,,385
Super built-up  Area,Babusapalaya,2 BHK,,1141,2,1,46
Super built-up  Area,Yelahanka,4 BHK,Niareum,2806 - 3019,6,0,125.5
Plot  Area,Doddaballapur,4 Bedroom,,4200,4,3,325
Super built-up  Area,Hosa Road,3 BHK,Sosisic,1665,2,3,125
Super built-up  Area,Kanakapura,2 BHK,GoityEt,1295,2,2,64
Super built-up  Area,Haralur Road,2 BHK,SNnia E,1230,2,1,78
Super built-up  Area,Anand Nagar,3 BHK,,1080,2,2,75
Super built-up  Area,Kaggalipura,2 BHK,Baowsig,1000,2,1,60
Super built-up  Area,Kaval Byrasandra,3 BHK,,2400,2,0,50
Super built-up  Area,Whitefield,1 BHK,Goted U,613 - 648,1,0,32.79
Super built-up  Area,Rayasandra,3 BHK,,1708,3,2,75
Super built-up  Area,Thanisandra,3 BHK,Soitya ,1697,3,2,115
Super built-up  Area,Whitefield,4 BHK,T ZedZe,3537,5,3,210
Super built-up  Area,Hosa Road,1 BHK,Skume R,615,1,1,28.29
Built-up  Area,Banashankari,3 BHK,Naashi ,1350,2,0,83
Super built-up  Area,Kanakpura Road,3 BHK,Wiowsri,1430 - 1630,,,66.4
Super built-up  Area,Jalahalli,2 BHK,DSata S,1083,2,1,32.49
Super built-up  Area,Gottigere,3 BHK,Srtusi ,1460,2,2,65
Super built-up  Area,Babusapalaya,2 BHK,,1084,2,1,58
Super built-up  Area,Bommasandra,2 BHK,SSestth,1035,2,1,41.43
Super built-up  Area,Vijaya Bank Layout,3 BHK,,2400,2,1,150
Super built-up  Area,Hosur Road,1 BHK,SLiewce,460,1,1,21
Super built-up  Area,Narayanappa Layout,5 BHK,,950,5,,90
Super built-up  Area,Whitefield,2 BHK,Iseenst,1285,2,2,55.9
Super built-up  Area,1Hanuman Nagar,19 BHK,,2000,16,,490
Plot  Area,Sarjapur,3 Bedroom,Inensba,1200,3,2,78
Built-up  Area,Raghuvanahalli,2 BHK,Srncykh,1070,2,1,35
Super built-up  Area,Hegde Nagar,3 BHK,SoitaCa,1801,3,2,140
Super built-up  Area,Whitefield,3 BHK,Prtates,1697,3,2,115
Super built-up  Area,AECS Layout,2 BHK,CMoryma,1199,2,2,65
Super built-up  Area,Iblur Village,3 BHK,Emine P,2300,3,1,220
Super built-up  Area,Mysore Road,3 BHK,,1340,2,3,64.31
Super built-up  Area,Marathahalli,4 BHK,PueraRi,3800,4,3,205
Plot  Area,Jigani,5 Bedroom,,600,5,,50
Super built-up  Area,Wilson Garden,2 BHK,Gonoril,1125,2,1,75
Plot  Area,Anandapura,2 Bedroom,,1200,2,1,67
Built-up  Area,Subramanyapura,2 BHK,Srnumum,1050,2,3,41
Built-up  Area,Nagarbhavi,2 BHK,Jaiewke,956,2,1,49
Super built-up  Area,Sarjapur,2 BHK,Sondaka,1000,2,2,30
Built-up  Area,Dooravani Nagar,3 BHK,Puceswn,1596,3,0,95
Plot  Area,Kumbhena Agrahara,6 Bedroom,,1200,5,1,150
Super built-up  Area,Kanakpura Road,2 BHK,Soazak ,1296,2,3,89.06
Plot  Area,NS Palya,6 Bedroom,,1200,7,,170
Built-up  Area,Challaghatta,3 BHK,ShanaSp,1639,3,3,123
Super built-up  Area,Electronic City Phase II,2 BHK,Coomee ,1219,2,1,61.25
Built-up  Area,Uttarahalli,3 BHK,,1200,3,1,50
Super built-up  Area,Bannerghatta Road,2 BHK,,1218,2,1,73
Super built-up  Area,Nyanappana Halli,2 BHK,,920,2,3,37
Super built-up  Area,Yeshwanthpur,3 BHK,IBityin,2559,3,2,141
Super built-up  Area,2nd Phase Judicial Layout,1 BHK,,525,1,1,26
Super built-up  Area,Bannerghatta Road,3 BHK,DSnjh S,1427,2,2,48.51
Super built-up  Area,Kothannur,3 BHK,,1270,3,2,45
Built-up  Area,Ramagondanahalli,2 BHK,SVovelm,920,2,3,65
Built-up  Area,Dommasandra,4 Bedroom,,2700,3,2,68
Super built-up  Area,Indira Nagar 3rd Stage,3 BHK,,1740,3,2,199
Built-up  Area,Ramamurthy Nagar,3 BHK,,1355,2,,40
Super built-up  Area,Lingadheeranahalli,3 BHK,Soiewre,1530,2,2,90
Carpet  Area,Gokula Extension,3 BHK,,1372,2,1,90
Super built-up  Area,Nehru Nagar,4 BHK,Undge T,2363,5,2,120
Super built-up  Area,Marathahalli,4 BHK,PueraRi,3895,4,3,220
Super built-up  Area,Jakkur,3 BHK,SoineC ,1950,3,2,131
Built-up  Area,Hoysalanagar,2 BHK,PNncysi,885,2,3,40
Built-up  Area,Yelahanka,2 BHK,,600,2,2,27
Plot  Area,Kumaraswami Layout,5 Bedroom,,1270,4,1,128
Plot  Area,Vijayanagar,2 Bedroom,,1380,2,0,225
Super built-up  Area,Kanakpura Road,2 BHK,PuandHi,1339,2,2,62
Super built-up  Area,Whitefield,2 BHK,SMuilan,1130,2,1,36
Built-up  Area,Uttarahalli,2 BHK,,1085,2,2,43
Built-up  Area,Yeshwanthpur,3 BHK,IBityin,1430,3,2,72
