"","area_type","location","size","society","total_sqft","bath","balcony","price"
"2787","Plot  Area","Hulimavu",4,"Unknown",800,4,2,110
"2788","Super built-up  Area","Byrasandra",3,"ViisePa",1455,2,2,56
"2789","Super built-up  Area"," Rachenahalli",1,"AsNowre",440,1,0,28
"2790","Plot  Area","Kanakpura Road",3,"Nathira",1500,3,2,97
"2791","Super built-up  Area","Whitefield",3,"Brony H",1800,3,2,110
"2792","Super built-up  Area","Mysore Road",3,"Unknown",1525,3,2,96
"2793","Super built-up  Area","Rachenahalli",2,"Unknown",1204,2,3,38.5
"2794","Super built-up  Area","Old Madras Road",2,"SheldGr",1225,2,1,53.55
"2795","Built-up  Area","Kalyan nagar",6,"Unknown",800,6,3,98
"2796","Super built-up  Area","Bannerghatta Road",3,"Esave E",1650,3,2,122
"2797","Built-up  Area","Electronic City",3,"Itelaa ",880,2,1,18
"2798","Built-up  Area","Bikasipura",4,"Unknown",4200,4,2,255
"2799","Plot  Area","Tippenahalli",2,"Unknown",1200,2,0,55
"2800","Plot  Area","Sarjapur  Road",4,"Unknown",1152,4,1,230
"2801","Super built-up  Area","9th Phase JP Nagar",2,"NaensGa",1005,2,1,42
"2802","Super built-up  Area","Whitefield",3,"Oreldhi",1562,3,2,103
"2803","Built-up  Area","Devanahalli",4,"Soyleif",5000,5,2,395
"2804","Plot  Area","Babusapalaya",6,"Unknown",810,5,2,95
"2805","Super built-up  Area","Ramamurthy Nagar",2,"Unknown",1200,2,3,42
"2806","Super built-up  Area","Kasavanhalli",3,"Unknown",1555,3,2,82.5
"2807","Plot  Area","KR Puram",2,"Unknown",1550,2,1,71
"2808","Super built-up  Area","Whitefield",2,"BainePr",1190,2,2,67
"2809","Built-up  Area","Chikkalasandra",2,"KsonsCa",1070,2,2,50
"2810","Plot  Area","Sarjapur  Road",NA,"AsdiaAr",1800,NA,2,28.785
"2811","Super built-up  Area","Jalahalli East",2,"ShshaSa",1020,2,1,42.48
"2812","Super built-up  Area","Yelahanka",3,"Unknown",1610,3,1,115
"2813","Super built-up  Area","Prestige Sunrise",1,"Unknown",700,1,1,41
"2814","Super built-up  Area","Akshaya Vana",3,"Rainet ",1300,2,1,49
"2815","Super built-up  Area","Hebbal",2,"Mahosya",1420,2,1,123
"2816","Plot  Area","Vidyaranyapura",9,"Unknown",1200,9,2,100
"2817","Carpet  Area","Hebbal",3,"Arcia S",1069,3,2,65.4
"2818","Super built-up  Area","Marathahalli",3,"PueraRi",1900,3,3,123
"2819","Super built-up  Area","Old Airport Road",2,"Jaades ",1655,2,1,97.65
"2820","Super built-up  Area","Uttarahalli",2,"SLnssPr",1155,2,2,40.42
"2821","Built-up  Area","Sarjapur  Road",3,"Esatea ",1300,2,2,70
"2822","Super built-up  Area","Electronic City",2,"Amhidte",1100,2,2,45
"2823","Super built-up  Area","Doddathoguru",2,"Arensh ",1030,2,2,42
"2824","Super built-up  Area","Vittasandra",2,"Prlla C",2105,2,1,70.2
"2825","Built-up  Area","Bhoganhalli",3,"Prsun S",1700,3,2,126
"2826","Super built-up  Area","Jakkur",3,"BrdgeNo",1760,3,2,139
"2827","Built-up  Area","Kadugodi",9,"Unknown",6200,9,0,200
"2828","Built-up  Area","1st Stage Indira Nagar",2,"Unknown",1400,2,1,67
"2829","Super built-up  Area","Srigandada Kaval",2,"Unknown",1200,2,0,53
"2830","Built-up  Area","Bannerghatta Road",2,"Haaceal",912,2,1,55
"2831","Super built-up  Area","Whitefield",2,"Unknown",1102,2,1,48
"2832","Super built-up  Area","Channasandra Layout",3,"Aconyit",1535,3,1,55
"2833","Super built-up  Area","Haralur Road",2,"RInceeg",1243,2,2,46
"2834","Super built-up  Area","Jigani",2,"DLhtsan",918,2,2,63.2
"2835","Super built-up  Area","Begur Road",3,"MJilayl",1500,2,3,70
"2836","Plot  Area","Mathikere Extension",3,"Unknown",3000,3,0,250
"2837","Super built-up  Area","Kasavanhalli",3,"HMwerCo",1476,3,0,89
"2838","Super built-up  Area","Mysore Road",2,"Unknown",1200,2,3,65
"2839","Super built-up  Area","Vijayanagar",1,"Saityat",606,1,0,34.78
"2840","Super built-up  Area","Viswajit Layout",2,"Unknown",1100,2,3,61
"2841","Super built-up  Area","Garudachar Palya",3,"Unknown",1295,2,1,59.5
"2842","Built-up  Area","Neeladri Nagar",1,"AdingSV",527,1,0,26
"2843","Super built-up  Area","OMBR Layout",2,"Drerspe",1300,2,2,80
"2844","Plot  Area","Bommanahalli",3,"Unknown",680,4,1,68
"2845","Plot  Area","Adityanagar",1,"Unknown",1260,1,0,41
"2846","Built-up  Area","Koramangala",2,"Vaanda ",1140,2,1,75.2
"2847","Plot  Area","BDS Layout",1,"Unknown",1500,1,0,37.5
"2848","Super built-up  Area","Whitefield",3,"Prtates",2321,4,1,128
"2849","Super built-up  Area","Sarjapur  Road",2,"Unknown",1390,2,2,62
"2850","Super built-up  Area","Sarjapur  Road",3,"Asncywo",1725,3,3,90
"2851","Super built-up  Area","Hebbal",4,"SNontle",3067,4,1,310
"2852","Super built-up  Area","Hennur Road",3,"Koagati",1186,2,1,63
"2853","Super built-up  Area","Kanakpura Road",2,"PrityFa",1230,2,1,85
"2854","Built-up  Area"," Mysore Highway",1,"Unknown",600,1,1,17
"2855","Super built-up  Area","Yeshwanthpur",3,"Unknown",1313,3,1,96
"2856","Plot  Area","TC Palaya",2,"Unknown",900,2,0,55
"2857","Super built-up  Area","Ambalipura",2,"Unknown",1250,2,2,66.25
"2858","Plot  Area","HBR Layout",9,"Unknown",1200,6,3,280
"2859","Super built-up  Area","Binny Pete",1,"She 2rk",660,1,1,54
"2860","Super built-up  Area","Basavangudi",2,"Tinori ",1036,2,2,105
"2861","Built-up  Area","Koramangala",4,"Unknown",2700,4,3,450
"2862","Super built-up  Area","Old Madras Road",2,"Teilsaf",1100,2,1,70
"2863","Plot  Area","Devanahalli",NA,"Ajleyor",1950,NA,2,46.8
"2864","Plot  Area","BTM 2nd Stage",4,"Unknown",1500,2,1,450
"2865","Plot  Area","Singasandra",4,"Unknown",525,5,2,56
"2866","Built-up  Area","Electronics City Phase 1",2,"GaicaVe",1015,2,1,56
"2867","Plot  Area","Gottigere",1,"Unknown",812,1,0,26
"2868","Built-up  Area","Narayana Nagar 1st Block",3,"Unknown",1360,2,2,65
"2869","Super built-up  Area","Nehru Nagar",3,"Ceste C",2167,3,3,170
"2870","Super built-up  Area","Raja Rajeshwari Nagar",2,"Unknown",1200,2,1,35
"2871","Super built-up  Area","Gopalkrishna Nagar",2,"MJarlPe",1165,2,2,75
"2872","Super built-up  Area","BTM 2nd Stage",2,"NDclenn",1274,2,2,70
"2873","Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1151,2,2,39.02
"2874","Plot  Area","Vidyaranyapura",6,"Unknown",1060,6,3,110
"2875","Super built-up  Area","Thubarahalli",3,"ShdhiSa",1626,2,2,120
"2876","Super built-up  Area","Banashankari Stage V",2,"Unknown",1035,2,2,35.77
"2877","Plot  Area","Shanthi Layout",3,"Unknown",1272,4,0,75
"2878","Built-up  Area","Jeevan bima nagar",2,"Unknown",965,2,1,45
"2879","Plot  Area","Esther Enclave Layout",5,"Unknown",1600,5,2,140
"2880","Super built-up  Area","Kothannur",2,"Unknown",1070,2,1,42.79
"2881","Built-up  Area","Raja Rajeshwari Nagar",3,"Spensas",1570,2,2,65
"2882","Built-up  Area","Volagerekallahalli",2,"PSterAs",1290,2,2,38
"2883","Super built-up  Area","Keerthi Layout",2,"NianaKe",780,2,2,25
"2884","Super built-up  Area","Ganga Nagar Extension",3,"Unknown",1000,2,1,65
"2885","Plot  Area","9th Phase JP Nagar",4,"Unknown",1200,3,2,188
"2886","Built-up  Area","Tindlu",7,"Unknown",7500,7,2,400
"2887","Built-up  Area","5th Phase JP Nagar",3,"Unknown",1700,2,3,100
"2888","Super built-up  Area","Haralur Road",3,"RBersll",1850,3,2,110
"2889","Built-up  Area","Kereguddadahalli",2,"DSdorSp",904,2,1,30
"2890","Super built-up  Area","Shikaripalya",2,"ALtonea",1121,2,1,43.72
"2891","Super built-up  Area","7th Phase JP Nagar",3,"Vasta C",1385,2,2,58.17
"2892","Super built-up  Area","Sahakara Nagar",2,"Rauil T",1270,2,1,69.85
"2893","Super built-up  Area","Kanakpura Road",3,"JRrnauv",1450,3,3,56
"2894","Plot  Area","Huttanahalli",3,"Unknown",2400,4,2,325
"2895","Super built-up  Area","Mahadevpura",1,"Unknown",730,1,1,35
"2896","Super built-up  Area","Raja Rajeshwari Nagar",3,"GrrvaGr",1580,3,3,53.56
"2897","Super built-up  Area","Thanisandra",2,"Teire G",1111,2,1,50
"2898","Plot  Area","Kengeri",4,"Unknown",1125,2,1,88
"2899","Super built-up  Area","Varthur",2,"Maine J",977,2,2,36
"2900","Super built-up  Area","Gunjur Palya",2,"Unknown",674,1,1,19.9
"2901","Plot  Area","Nagarbhavi",3,"Unknown",600,3,1,83
"2902","Plot  Area","Sarjapur",4,"Puodsm ",2540,4,1,115
"2903","Super built-up  Area","Jakkur",2,"BrdgeNo",1290,2,1,100
"2904","Plot  Area","Kumaraswami Layout",3,"Unknown",600,3,1,98
"2905","Super built-up  Area","Abbigere",2,"SLtias ",795,2,1,32.54
"2906","Super built-up  Area","Kanakpura Road",2,"PrarePa",700,1,1,35
"2907","Built-up  Area","Ambedkar Colony",2,"RMcesa ",1463,1,1,142
"2908","Built-up  Area","Vijayanagar",3,"Unknown",1000,3,0,140
"2909","Super built-up  Area","Reliable Woods Layout",3,"Unknown",1306,2,2,58
"2910","Super built-up  Area","4th T block Jayanagar",3,"Unknown",2401,3,2,185
"2911","Plot  Area","Bommenahalli",4,"Prana S",1670,3,0,135
"2912","Built-up  Area","Jayanagar",3,"Rathira",1875,2,3,235
"2913","Plot  Area","Marsur",3,"AreraRe",1200,3,1,90
"2914","Super built-up  Area","Dodda Nekkundi",3,"Unknown",1804,3,2,121
"2915","Super built-up  Area","1st Phase JP Nagar",3,"Prhtsok",2065,4,1,210
"2916","Super built-up  Area","Hoskote",3,"Deiveer",1225,3,1,40
"2917","Super built-up  Area","Thanisandra",2,"Bhe 2ko",1290,2,0,58.68
"2918","Super built-up  Area","Bellandur",2,"Trows M",900,2,2,56
"2919","Super built-up  Area","Binny Pete",2,"She 2rk",1350,2,1,91
"2920","Super built-up  Area","Kaggalipura",1,"Baowsig",700,1,0,36
"2921","Super built-up  Area","Mysore Road",2,"Gopia O",1005,2,0,35.175
"2922","Super built-up  Area","Poorna Pragna Layout",2,"Unknown",1160,2,1,46.39
"2923","Super built-up  Area","Hennur Road",3,"ChionCo",1680,3,2,99.27
"2924","Carpet  Area","LB Shastri Nagar",2,"CharkR ",1043,2,2,55
"2925","Plot  Area","Hoskote",4,"Unknown",1200,4,1,120
"2926","Super built-up  Area","Hebbal",2,"Diaveic",1040,2,2,46
"2927","Super built-up  Area","Tindlu",3,"Shmolti",1357,2,2,65
"2928","Plot  Area","Nayandanahalli",7,"Unknown",1600,7,1,104
"2929","Super built-up  Area","Vibhutipura Extension",2,"Unknown",1225,2,2,47
"2930","Plot  Area","Sunkadakatte",9,"Unknown",1500,6,1,80
"2931","Super built-up  Area","Yelachenahalli",2,"Unknown",1130,2,2,40
"2932","Built-up  Area","Basavangudi",4,"Unknown",2500,4,1,150
"2933","Carpet  Area","Sultan Palaya",3,"Unknown",1700,3,3,120
"2934","Super built-up  Area","Doddathoguru",3,"SKterAs",1549,3,2,65
"2935","Super built-up  Area","Yeshwanthpur",2,"Goandn ",1400,2,2,100
"2936","Super built-up  Area","Dodda Nekkundi",2,"MavarSa",1080,2,2,50
"2937","Built-up  Area","Ulsoor",2,"Rilor C",1180,2,2,100
"2938","Plot  Area","Chandra Layout",7,"Unknown",780,7,3,150
"2939","Super built-up  Area","Domlur",3,"Saiewas",1800,3,2,150
"2940","Super built-up  Area","Haralur Road",2,"SNnia E",1225,2,1,67.38
"2941","Built-up  Area","Chandra Layout",1,"Unknown",890,1,1,75
"2942","Super built-up  Area","Abbigere",2,"SLtias ",1005,2,1,39.59
"2943","Super built-up  Area","Whitefield",2,"BrlisCo",1320,2,1,95
"2944","Built-up  Area","Anandapura",4,"Unknown",1475,2,1,50
"2945","Super built-up  Area","Kudlu Gate",3,"Sanzaat",1707,NA,2,99.745
"2946","Super built-up  Area","Hagadur",2,"SSoraba",1110,2,2,51
"2947","Plot  Area","Popular Colony",2,"Unknown",1300,2,0,54
"2948","Plot  Area","Vajarahalli",5,"Unknown",600,3,1,86
"2949","Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,65.35
"2950","Super built-up  Area","Jakkur",2,"SoineC ",1290,2,1,100
"2951","Plot  Area","8th block Koramangala",3,"Unknown",2400,3,2,290
"2952","Super built-up  Area","Banashankari",3,"Rallse ",2600,4,1,135
"2953","Super built-up  Area","Sarakki Nagar",3,"Sowerew",2500,4,2,325
"2954","Built-up  Area","Sanjay nagar",2,"Unknown",630,1,1,35
"2955","Super built-up  Area","Hosa Road",2,"Unknown",1243,2,2,48.5
"2956","Built-up  Area","Soundarya Layout",2,"Goe 3la",960,2,2,32
"2957","Super built-up  Area","Banashankari 6th Stage ,Subramanyapura",3,"Unknown",1690,3,2,100
"2958","Built-up  Area","Whitefield",2,"JahanSa",735,2,1,35
"2959","Super built-up  Area","Banaswadi",2,"Unknown",1365,2,2,73
"2960","Super built-up  Area","Rajaji Nagar",5,"Pumesim",2849,5,0,300
"2961","Super built-up  Area","Hebbal",2,"Mahosya",1420,2,1,99.39
"2962","Super built-up  Area","Somasundara Palya",3,"Unknown",1570,3,3,68
"2963","Super built-up  Area","Bisuvanahalli",2,"Prityel",850,1,1,32
"2964","Super built-up  Area","7th Phase JP Nagar",3,"Eladero",1575,2,2,110
"2965","Super built-up  Area","Thigalarapalya",2,"Prtanha",1418,2,2,104
"2966","Super built-up  Area","Uttarahalli",2,"Unknown",1050,2,1,42
"2967","Super built-up  Area","Hennur Road",2,"GSideS ",1065,2,1,42.6
"2968","Built-up  Area","Ulsoor",3,"Unknown",1340,3,0,90
"2969","Super built-up  Area","Yelahanka New Town",3,"Unknown",1610,3,2,92
"2970","Built-up  Area","Electronic City Phase II",2,"Sryalan",1160,2,1,33.5
"2971","Super built-up  Area","Kudlu",2,"Srrnasa",1092,2,2,44
"2972","Super built-up  Area","Parappana Agrahara",2,"Peide L",1194,2,2,47
"2973","Super built-up  Area","Yelahanka",3,"Apows M",1455,3,1,61.5
"2974","Super built-up  Area","Abbigere",1,"DSestma",734,1,0,19.82
"2975","Built-up  Area","Samethanahalli",2,"SPontna",799,2,1,38
"2976","Built-up  Area","Whitefield",3,"Unknown",1896,3,1,75
"2977","Super built-up  Area","Ardendale",2,"Miwel M",1100,2,1,48
"2978","Built-up  Area","Bellandur",2,"Unknown",1350,2,1,79
"2979","Super built-up  Area","Amarjyothi Colony",3,"Unknown",1355,3,1,61
"2980","Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,65
"2981","Plot  Area","Pattanagere",2,"Unknown",1350,2,0,90
"2982","Super built-up  Area","Cunningham Road",3,"Lelia M",3875,3,2,864
"2983","Super built-up  Area","Kasavanhalli",3,"Unknown",1493,3,2,82
"2984","Super built-up  Area","8th Phase JP Nagar",2,"MBodsen",1098,2,1,43.91
"2985","Super built-up  Area","Banashankari",3,"Unknown",1900,2,1,170
"2986","Super built-up  Area","Dollars Layout",3,"Sancya ",1460,3,2,88
"2987","Super built-up  Area","Frazer Town",3,"Unknown",2350,4,3,285
"2988","Plot  Area","Horamavu Banaswadi",5,"Unknown",1600,5,3,140
"2989","Super built-up  Area","Varthur",2,"Hirio L",1091,2,1,32
"2990","Super built-up  Area","Yelahanka",2,"Inurave",1180,2,3,42
"2991","Super built-up  Area","Kanakpura Road",2,"PrityFa",1366,3,1,76.85
"2992","Super built-up  Area","RMV Extension",3,"DSureSi",1685,3,2,95
"2993","Built-up  Area","Koramangala",2,"Gencysi",1260,2,3,100
"2994","Plot  Area","Whitefield",3,"Chpana ",3010,3,2,200
"2995","Plot  Area","Ramamurthy Nagar",3,"Unknown",1330,4,1,140
"2996","Plot  Area","Mallasandra",2,"Unknown",1200,2,0,130
"2997","Super built-up  Area","Whitefield",2,"Prtates",1346,2,1,96.17
"2998","Super built-up  Area","Chandapura",1,"Dhowsyo",630,1,0,13.86
"2999","Super built-up  Area","Sarjapur  Road",3,"Klark L",1476,NA,2,98.94
"3000","Super built-up  Area","7th Phase JP Nagar",3,"Brngsal",1850,3,2,140
"3001","Plot  Area","Frazer Town",5,"Unknown",2350,2,0,423
"3002","Super built-up  Area","Electronic City",2,"GMown E",755,1,1,34
"3003","Plot  Area","Basaveshwara Nagar Yelahanka",5,"Unknown",800,5,2,98
"3004","Super built-up  Area","Parappana Agrahara",2,"Peide L",1194,2,2,46
"3005","Super built-up  Area","Whitefield",3,"BrlisCo",3850,5,2,316
"3006","Super built-up  Area","Hebbal",4,"Cehosy ",4235,4,2,365
"3007","Plot  Area","Kurubarahalli",1,"Unknown",800,1,0,52
"3008","Super built-up  Area","Rachenahalli",3,"Leino C",2250,3,1,195
"3009","Super built-up  Area","Vijayanagar",2,"Rancy R",1352,2,2,68
"3010","Super built-up  Area","Thanisandra",3,"Soitya ",2002,3,2,112
"3011","Plot  Area","Bileshivale",4,"FeowsMe",4000,5,1,280
"3012","Built-up  Area","Kaval Byrasandra",2,"KuncyRe",1060,2,2,45
"3013","Super built-up  Area","Kanakpura Road",3,"SoapeSu",1290,2,1,59
"3014","Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1196,2,2,51.15
"3015","Built-up  Area","Electronic City",3,"Unknown",1220,2,2,35.24
"3016","Super built-up  Area","Electronics City Phase 1",3,"Shitt S",1595,3,2,75
"3017","Super built-up  Area","Banashankari",2,"Goeesem",1260,2,3,75
"3018","Super built-up  Area","Hebbal",2,"Unknown",1100,2,2,47
"3019","Super built-up  Area","Frazer Town",2,"Asneren",1550,2,2,140
"3020","Super built-up  Area","ISRO Layout",2,"Unknown",1180,2,3,52
"3021","Plot  Area","Electronic City",4,"Janaala",4000,5,1,150
"3022","Built-up  Area","Akshaya Nagar",3,"DLhtsnd",1662,3,2,85
"3023","Super built-up  Area","Hennur",2,"Unknown",1285,2,1,60
"3024","Plot  Area","Akshaya Nagar",4,"Unknown",1080,4,1,75
"3025","Super built-up  Area","Ambedkar Nagar",3,"SoechHa",1862,3,2,119
"3026","Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1419,2,2,48
"3027","Built-up  Area","Whitefield",3,"Unknown",1410,3,2,43.71
"3028","Super built-up  Area","Raja Rajeshwari Nagar",3,"PrrvaPl",1560,2,2,62.4
"3029","Plot  Area","Chikkabettahalli",5,"Unknown",1100,4,3,150
"3030","Super built-up  Area","Thanisandra",3,"Bhe 2ko",1634,3,3,78
"3031","Plot  Area","Ambedkar Nagar",5,"Thessrm",5530,5,3,627
"3032","Built-up  Area","Whitefield",3,"Unknown",1150,2,3,44
"3033","Super built-up  Area","Ashirvad Colony",2,"Unknown",1100,2,2,53
"3034","Super built-up  Area","Yelahanka",3,"Unknown",1616,3,1,65
"3035","Super built-up  Area","Nagavarapalya",2,"PuonsSe",1392,2,1,99
"3036","Super built-up  Area","Jakkur",3,"Ceezey ",1798,3,1,120
"3037","Super built-up  Area","Babusapalaya",3,"Veisear",1675,3,3,75
"3038","Plot  Area","Bhuvaneswari Nagar",2,"Unknown",792,2,1,70
"3039","Super built-up  Area","Varanasi",5,"Unknown",2000,4,1,103
"3040","Built-up  Area","Hongasandra",7,"Unknown",600,7,3,89
"3041","Super built-up  Area","Hebbal",3,"Raard B",1700,3,2,124
"3042","Super built-up  Area","Hulimavu",2,"Vandak ",1248,2,1,69
"3043","Built-up  Area","Kalkere",2,"Sanetra",1147,2,1,54
"3044","Super built-up  Area","Sultan Palaya",2,"HintsAp",1100,2,2,40
"3045","Super built-up  Area","Vijayanagar",3,"Rancy R",1527,3,2,115
"3046","Plot  Area","Shantiniketan Layout",5,"Unknown",2400,5,2,235
"3047","Super built-up  Area","Kanakpura Road",1,"PrarePa",525,1,1,25
"3048","Super built-up  Area","Kaggadasapura",2,"RohtsHe",1100,2,3,58
"3049","Super built-up  Area","Seegehalli",2,"Unknown",1118,2,2,37.5
"3050","Super built-up  Area","Kanakapura",3,"Unknown",1476,3,1,75
"3051","Built-up  Area","Gopal Reddy Layout",3,"Krestee",2100,3,1,75
"3052","Super built-up  Area","Roopena Agrahara",3,"Unknown",1215,2,2,46.5
"3053","Super built-up  Area","Ambalipura",2,"Dimes E",1332,2,1,79
"3054","Super built-up  Area","Hennur Road",2,"Unknown",1350,2,3,49
"3055","Plot  Area","Kothannur",4,"Unknown",600,4,1,81
"3056","Super built-up  Area","Haralur Road",2,"RInceeg",1243,2,2,46
"3057","Super built-up  Area","NGR Layout",2,"Unknown",1105,2,2,49.73
"3058","Plot  Area","Padmanabhanagar",3,"Unknown",1500,2,1,200
"3059","Super built-up  Area","Kasavanhalli",2,"TRensre",1200,2,2,50
"3060","Super built-up  Area","Ramagondanahalli",2,"ViistLa",1251,2,1,47.4
"3061","Super built-up  Area","Kambipura",2,"Prrtht ",883,2,1,45
"3062","Super built-up  Area","Pai Layout",3,"Tencyes",1400,2,3,67
"3063","Super built-up  Area","Rajaji Nagar",3,"Brway G",1800,3,3,260
"3064","Super built-up  Area","Hegde Nagar",3,"Soiniy ",1703,3,2,113
"3065","Super built-up  Area","NRI Layout",5,"Unknown",2500,5,3,130
"3066","Super built-up  Area","Varthur",3,"Unknown",1250,3,2,71
"3067","Super built-up  Area","Jigani",2,"DLhtsen",933,2,2,43
"3068","Plot  Area","sankeswari",1,"Unknown",1290,1,1,31.7
"3069","Super built-up  Area","Brookefield",2,"Mapleer",1262,2,1,75
"3070","Super built-up  Area","Yelahanka",2,"Rarthne",915,2,2,48
"3071","Super built-up  Area","Panathur",3,"Saite G",1370,2,2,61.5
"3072","Super built-up  Area","Malleshpalya",2,"Shise P",1210,2,3,55
"3073","Super built-up  Area","Kodihalli",3,"Soianal",2392,4,2,260
"3074","Plot  Area","T c palya",3,"Unknown",1500,2,0,85
"3075","Super built-up  Area","Govindraja Nagar",2,"Unknown",1065,2,3,50
"3076","Super built-up  Area","Rajaji Nagar",4,"Unknown",3100,4,2,570
"3077","Super built-up  Area","Ramamurthy Nagar",3,"Unknown",1515,3,3,65
"3078","Plot  Area","Sarjapura - Attibele Road",4,"Unknown",1800,4,2,110
"3079","Super built-up  Area","Thanisandra",3,"MNlam G",1445,2,3,40.31
"3080","Super built-up  Area","Uttarahalli",3,"Evood S",1300,2,1,55
"3081","Built-up  Area","Vijayanagar",2,"Unknown",989,2,0,60
"3082","Super built-up  Area","Jakkur",2,"HRaniIb",1300,2,1,85
