"area_type","location","size","society","total_sqft","bath","balcony","price"
"Super built-up  Area","5th Phase JP Nagar",3,"Unknown",1400,2,1,88
"Super built-up  Area","Tumkur Road",2,"Sapus S",1246,2,1,82
"Built-up  Area","Sarjapur",2,"Coa It ",1215,2,0,40
"Super built-up  Area","Munnekollal",2,"Akave E",1200,2,2,49.5
"Plot  Area","Kurubarahalli",4,"Unknown",450,3,1,53
"Super built-up  Area","Kodigehaali",2,"Shyas S",1200,2,2,60
"Built-up  Area","Kaval Byrasandra",2,"Unknown",945,2,2,50
"Super built-up  Area","Benson Town",4,"Unknown",4460,5,2,650
"Super built-up  Area","Hormavu",2,"Nadhian",1175,2,1,52
"Super built-up  Area","Whitefield",2,"SrireSo",920,2,1,63
"Super built-up  Area","Hosakerehalli",4,"Taonte ",3024,5,1,350
"Plot  Area","Bidadi",2,"Unknown",1600,2,2,110
"Plot  Area","Sanjay nagar",4,"Unknown",750,2,0,110
"Plot  Area","Sector 4 HSR Layout",4,"Unknown",2400,4,2,700
"Built-up  Area","Bhagyalakshmi Avenue",2,"Prineth",955,1,2,34.01
"Super built-up  Area","Ardendale",3,"SoystAm",1750,3,3,100
"Super built-up  Area","Uttarahalli",3,"Suitea ",1425,2,2,64
"Super built-up  Area","Basavangudi",3,"Brsic C",2150,3,2,265
"Super built-up  Area","Whitefield",2,"Unknown",1165,2,1,40.5
"Super built-up  Area","Kaggadasapura",2,"Maidei ",1050,2,2,48
"Super built-up  Area","Cholanayakanahalli",3,"ShourSp",1370,2,2,75
"Super built-up  Area","Electronic City",3,"Prarkun",1374,2,1,72
"Super built-up  Area","Harlur",3,"SosicCl",1754,3,2,124
"Super built-up  Area","Kothanur",3,"Somumys",1847,3,2,110
"Super built-up  Area","Ambedkar Nagar",3,"SoechHa",1850,4,3,139
"Plot  Area","Chikka Tirupathi",3,"Theanmp",3297,3,1,135
"Super built-up  Area","Doddakannelli",2,"BMtusLo",1187,2,2,45
"Built-up  Area","Bommasandra Industrial Area",3,"Unknown",1400,2,1,40.44
"Plot  Area","Kengeri Hobli",3,"Unknown",600,2,0,30
"Super built-up  Area","Chamrajpet",2,"Unknown",1350,2,3,180
"Plot  Area","Doddaballapur",3,"Raourpl",3000,2,2,120
"Super built-up  Area","Thanisandra",1,"Bhe 2ko",693,1,1,34.3
"Super built-up  Area","Dairy Circle",3,"Soeurri",1980,3,2,224
"Super built-up  Area","KR Puram",2,"Saavem ",1021,2,1,48
"Super built-up  Area","Thigalarapalya",2,"Prtanha",1165,2,2,95
"Super built-up  Area","Horamavu Agara",3,"Prhar G",1756,3,2,92
"Super built-up  Area","Bharathi Nagar",3,"FoapeWa",1739,3,1,105
"Super built-up  Area","Varthur",2,"Caiseur",1280,2,2,65
"Super built-up  Area","Marathahalli",2,"Unknown",1215,2,2,58.86
"Super built-up  Area","Munnekollal",2,"Sadhii ",950,2,1,46.5
"Built-up  Area","Kengeri",3,"Unknown",1082,2,1,49
"Super built-up  Area","7th Phase JP Nagar",2,"Unknown",1050,2,1,42
"Super built-up  Area","Devanahalli",2,"Cerdsga",1080,2,0,53.35
"Super built-up  Area","Arekere",2,"Maierr ",1100,2,2,55
"Plot  Area","Ardendale",4,"Aling10",3200,4,1,205
"Super built-up  Area","Sarjapur  Road",2,"PraleSi",1311,2,1,78
"Super built-up  Area","Raja Rajeshwari Nagar",3,"GrrvaGr",1608,3,1,67.98
"Super built-up  Area","Begur Road",2,"Unknown",1160,2,2,36
"Super built-up  Area","Whitefield",2,"Veitaus",1170,2,1,71
"Super built-up  Area","Kengeri",2,"Unknown",1155,2,2,40.6
"Super built-up  Area","Hebbal",3,"Magiaya",1255,2,1,77.68
"Super built-up  Area","Rayasandra",2,"Unknown",1065,2,2,44.95
"Super built-up  Area","Neeladri Nagar",1,"Guenoa ",674,1,1,21
"Super built-up  Area","Ambedkar Nagar",3,"Unknown",1936,4,2,126
"Super built-up  Area","Sarakki Nagar",3,"Unknown",2289,3,2,260
"Super built-up  Area","Abbaiah Reddy Layout",2,"Unknown",1100,2,1,38.45
"Super built-up  Area","Ramagondanahalli",3,"DNeremo",2257,4,2,157
"Super built-up  Area","Nagarbhavi",2,"Unknown",1055,2,2,55
"Super built-up  Area","Raja Rajeshwari Nagar",3,"GrrvaGr",1530,3,3,51.87
"Super built-up  Area","Dinnur",3,"Unknown",1700,3,1,97
"Super built-up  Area","Raja Rajeshwari Nagar",3,"Tentsw ",1575,2,2,78
"Built-up  Area","Frazer Town",3,"Nanorkr",3500,4,2,330
"Super built-up  Area","Rajiv Nagar",2,"Ahntyve",1263,2,1,93.32
"Super built-up  Area","KR Puram",3,"MCvarar",1559,3,0,69.315
"Super built-up  Area","Kengeri Satellite Town",2,"MB-laan",1043,2,2,65
"Super built-up  Area","Hennur",2,"Shateor",1255,2,2,53.5
"Super built-up  Area","JP Nagar",2,"Shestut",1290,2,0,93.865
"Super built-up  Area","Chandapura",1,"Siageal",590,1,0,13.57
"Plot  Area","Yelahanka",3,"Edreelm",1550,3,1,120
"Super built-up  Area","Sarjapur  Road",3,"Unknown",1220,3,3,56
"Super built-up  Area","Rustam Bagh Layout",3,"Jants V",1900,3,3,160
"Super built-up  Area","Vasantha Vallabha Nagar",3,"Unknown",1360,3,3,55
"Built-up  Area","Vyalikaval",2,"Unknown",1100,2,1,75
"Super built-up  Area","8th Phase JP Nagar",3,"Vaarech",1455,3,2,73.31
"Built-up  Area","KR Puram",2,"Hivesdr",1035,2,1,40.5
"Super built-up  Area","Harlur",2,"Unknown",1152,2,2,69
"Super built-up  Area","Bellandur",2,"OriewLa",1299,2,2,82
"Super built-up  Area","Sarjapur  Road",3,"AsastDe",1157,2,1,75
"Super built-up  Area","Rachenahalli",2,"Sovar S",1050,2,2,52.5
"Super built-up  Area","Pai Layout",2,"Unknown",1050,2,2,40
"Super built-up  Area","Vittasandra",2,"Unknown",1246,2,1,67.4
"Built-up  Area","Sarjapur Road, ",3,"Unknown",1929,3,2,115
"Super built-up  Area","Hennur",2,"Unknown",1285,2,1,60
"Plot  Area","Margondanahalli",3,"Unknown",1200,2,0,65
"Built-up  Area","Banaswadi, ",4,"Unknown",3161,4,3,214
"Built-up  Area","BTM 2nd Stage",3,"SNe 2ev",1850,3,2,170
"Built-up  Area","Sompura",3,"Suiseit",1025,2,0,37
"Built-up  Area","Malleshwaram",2,"SaeneSe",1124,3,2,80
"Super built-up  Area","Balagere",2,"Soresea",1012,2,1,54.59
"Super built-up  Area","Giri Nagar",7,"Bancyri",4500,5,3,250
"Super built-up  Area","8th Phase JP Nagar",2,"i1rtsCo",871,2,2,55
"Built-up  Area","Chinnapanahalli",2,"Mae 2ow",1020,2,2,40
"Super built-up  Area","Rachenahalli",3,"Sovar S",1550,3,3,73.5
"Plot  Area","Anand Nagar",3,"Unknown",3515,3,1,420
"Super built-up  Area","Akshaya Nagar",3,"DLhtsnd",1410,2,2,80
"Plot  Area","Chikka Tirupathi",4,"Theanmp",3500,5,3,150
"Super built-up  Area","Whitefield",2,"Prtates",1118,2,1,75
"Super built-up  Area","Thanisandra",2,"Bhmesy ",1098,2,1,68
"Super built-up  Area","Kanakapura",2,"Unknown",1130,2,1,45.2
"Super built-up  Area","Sarjapur  Road",2,"Trurea ",1145,2,2,75
"Plot  Area","Kadugodi",3,"Unknown",950,3,1,80
"Super built-up  Area","Balaji Gardens Layout",2,"GSnts A",1051,2,1,33
"Plot  Area","Thavarekere",7,"Unknown",600,7,2,108
"Super built-up  Area","Marathahalli",2,"Unknown",1102,2,2,53.67
"Super built-up  Area","Jalahalli",2,"Tahtsla",1478,2,2,125
"Super built-up  Area","Chandapura",1,"SunceEs",645,1,1,16.45
"Carpet  Area","Hebbal",2,"Arcia S",823,2,1,50.63
"Super built-up  Area","Abbigere",2,"Unknown",880,2,1,35
"Built-up  Area","KR Puram",4,"Unknown",600,5,2,75
"Super built-up  Area","Budigere",3,"PrityTr",1991,4,2,100
"Built-up  Area","TC Palaya",3,"Unknown",1100,3,1,50
"Super built-up  Area","Gubbalala",3,"MauilTr",1745,3,2,115
"Built-up  Area","HAL 2nd Stage",2,"Unknown",1226,3,1,135
"Plot  Area","Begur Road",3,"Unknown",680,4,1,68
"Super built-up  Area"," Devarabeesana Halli",2,"Unknown",1100,2,1,70
"Plot  Area","Banashankari Stage VI",4,"Unknown",1200,4,3,195
"Super built-up  Area","5th Phase JP Nagar",2,"Sorta S",1450,2,1,58
"Super built-up  Area","Singasandra",4,"Unknown",3366,4,2,120
"Built-up  Area","Sahakara Nagar",2,"Unknown",1150,2,1,54
"Super built-up  Area","Kanakpura Road",3,"Puestol",1843,3,2,95.84
"Plot  Area","Banashankari Stage VI",4,"Unknown",2200,4,2,195
"Built-up  Area","Bommanahalli",2,"Unknown",1090,3,2,44
"Super built-up  Area","Kaggadasapura",2,"Binorn ",1132,2,2,42
"Super built-up  Area","Hulimavu",2,"RatosAr",1375,2,2,80
"Plot  Area","7th Phase JP Nagar",4,"Unknown",1500,5,3,220
"Super built-up  Area","Thanisandra",1,"Bhmesy ",760,1,2,50.3
"Super built-up  Area","Kaggadasapura",2,"Unknown",1180,2,2,65
"Super built-up  Area","Jigani",2,"DLhtsan",918,2,2,45
"Plot  Area","Rachenahalli",5,"Unknown",600,5,2,50
"Built-up  Area","Margondanahalli",2,"Unknown",1200,1,0,53
"Super built-up  Area","HSR Layout",2,"SrisePo",1372,2,1,61
"Plot  Area","1st Block HRBR Layout",7,"Unknown",2400,7,3,355
"Super built-up  Area","Ardendale",3,"SoystAm",1728,3,2,95
"Super built-up  Area","Malleshwaram",3,"Sariaat",2215,3,1,275
"Super built-up  Area","BTM 2nd Stage",2,"Crentt ",1200,2,2,80
"Super built-up  Area","6th Phase JP Nagar",2,"Vador S",1280,2,2,56
"Plot  Area","Hulimavu",4,"Unknown",800,4,2,110
"Super built-up  Area","Byrasandra",3,"ViisePa",1455,2,2,56
"Super built-up  Area"," Rachenahalli",1,"AsNowre",440,1,0,28
"Plot  Area","Kanakpura Road",3,"Nathira",1500,3,2,97
"Super built-up  Area","Whitefield",3,"Brony H",1800,3,2,110
"Super built-up  Area","Mysore Road",3,"Unknown",1525,3,2,96
"Super built-up  Area","Rachenahalli",2,"Unknown",1204,2,3,38.5
"Super built-up  Area","Old Madras Road",2,"SheldGr",1225,2,1,53.55
"Built-up  Area","Kalyan nagar",6,"Unknown",800,6,3,98
"Super built-up  Area","Bannerghatta Road",3,"Esave E",1650,3,2,122
"Built-up  Area","Electronic City",3,"Itelaa ",880,2,1,18
"Built-up  Area","Bikasipura",4,"Unknown",4200,4,2,255
"Plot  Area","Tippenahalli",2,"Unknown",1200,2,0,55
"Plot  Area","Sarjapur  Road",4,"Unknown",1152,4,1,230
"Super built-up  Area","9th Phase JP Nagar",2,"NaensGa",1005,2,1,42
"Super built-up  Area","Whitefield",3,"Oreldhi",1562,3,2,103
"Built-up  Area","Devanahalli",4,"Soyleif",5000,5,2,395
"Plot  Area","Babusapalaya",6,"Unknown",810,5,2,95
"Super built-up  Area","Ramamurthy Nagar",2,"Unknown",1200,2,3,42
"Super built-up  Area","Kasavanhalli",3,"Unknown",1555,3,2,82.5
"Plot  Area","KR Puram",2,"Unknown",1550,2,1,71
"Super built-up  Area","Whitefield",2,"BainePr",1190,2,2,67
"Built-up  Area","Chikkalasandra",2,"KsonsCa",1070,2,2,50
"Super built-up  Area","Jalahalli East",2,"ShshaSa",1020,2,1,42.48
"Super built-up  Area","Yelahanka",3,"Unknown",1610,3,1,115
"Super built-up  Area","Prestige Sunrise",1,"Unknown",700,1,1,41
"Super built-up  Area","Akshaya Vana",3,"Rainet ",1300,2,1,49
"Super built-up  Area","Hebbal",2,"Mahosya",1420,2,1,123
"Plot  Area","Vidyaranyapura",9,"Unknown",1200,9,2,100
"Carpet  Area","Hebbal",3,"Arcia S",1069,3,2,65.4
"Super built-up  Area","Marathahalli",3,"PueraRi",1900,3,3,123
"Super built-up  Area","Old Airport Road",2,"Jaades ",1655,2,1,97.65
"Super built-up  Area","Uttarahalli",2,"SLnssPr",1155,2,2,40.42
"Built-up  Area","Sarjapur  Road",3,"Esatea ",1300,2,2,70
"Super built-up  Area","Electronic City",2,"Amhidte",1100,2,2,45
"Super built-up  Area","Doddathoguru",2,"Arensh ",1030,2,2,42
"Super built-up  Area","Vittasandra",2,"Prlla C",2105,2,1,70.2
"Built-up  Area","Bhoganhalli",3,"Prsun S",1700,3,2,126
"Super built-up  Area","Jakkur",3,"BrdgeNo",1760,3,2,139
"Built-up  Area","Kadugodi",9,"Unknown",6200,9,0,200
"Built-up  Area","1st Stage Indira Nagar",2,"Unknown",1400,2,1,67
"Super built-up  Area","Srigandada Kaval",2,"Unknown",1200,2,0,53
"Built-up  Area","Bannerghatta Road",2,"Haaceal",912,2,1,55
"Super built-up  Area","Whitefield",2,"Unknown",1102,2,1,48
"Super built-up  Area","Channasandra Layout",3,"Aconyit",1535,3,1,55
"Super built-up  Area","Haralur Road",2,"RInceeg",1243,2,2,46
"Super built-up  Area","Jigani",2,"DLhtsan",918,2,2,63.2
"Super built-up  Area","Begur Road",3,"MJilayl",1500,2,3,70
"Plot  Area","Mathikere Extension",3,"Unknown",3000,3,0,250
"Super built-up  Area","Kasavanhalli",3,"HMwerCo",1476,3,0,89
"Super built-up  Area","Mysore Road",2,"Unknown",1200,2,3,65
"Super built-up  Area","Vijayanagar",1,"Saityat",606,1,0,34.78
"Super built-up  Area","Viswajit Layout",2,"Unknown",1100,2,3,61
"Super built-up  Area","Garudachar Palya",3,"Unknown",1295,2,1,59.5
"Built-up  Area","Neeladri Nagar",1,"AdingSV",527,1,0,26
"Super built-up  Area","OMBR Layout",2,"Drerspe",1300,2,2,80
"Plot  Area","Bommanahalli",3,"Unknown",680,4,1,68
"Plot  Area","Adityanagar",1,"Unknown",1260,1,0,41
"Built-up  Area","Koramangala",2,"Vaanda ",1140,2,1,75.2
"Plot  Area","BDS Layout",1,"Unknown",1500,1,0,37.5
"Super built-up  Area","Whitefield",3,"Prtates",2321,4,1,128
"Super built-up  Area","Sarjapur  Road",2,"Unknown",1390,2,2,62
"Super built-up  Area","Sarjapur  Road",3,"Asncywo",1725,3,3,90
"Super built-up  Area","Hebbal",4,"SNontle",3067,4,1,310
"Super built-up  Area","Hennur Road",3,"Koagati",1186,2,1,63
"Super built-up  Area","Kanakpura Road",2,"PrityFa",1230,2,1,85
"Built-up  Area"," Mysore Highway",1,"Unknown",600,1,1,17
"Super built-up  Area","Yeshwanthpur",3,"Unknown",1313,3,1,96
"Plot  Area","TC Palaya",2,"Unknown",900,2,0,55
"Super built-up  Area","Ambalipura",2,"Unknown",1250,2,2,66.25
"Plot  Area","HBR Layout",9,"Unknown",1200,6,3,280
"Super built-up  Area","Binny Pete",1,"She 2rk",660,1,1,54
"Super built-up  Area","Basavangudi",2,"Tinori ",1036,2,2,105
"Built-up  Area","Koramangala",4,"Unknown",2700,4,3,450
"Super built-up  Area","Old Madras Road",2,"Teilsaf",1100,2,1,70
"Plot  Area","BTM 2nd Stage",4,"Unknown",1500,2,1,450
"Plot  Area","Singasandra",4,"Unknown",525,5,2,56
"Built-up  Area","Electronics City Phase 1",2,"GaicaVe",1015,2,1,56
"Plot  Area","Gottigere",1,"Unknown",812,1,0,26
"Built-up  Area","Narayana Nagar 1st Block",3,"Unknown",1360,2,2,65
"Super built-up  Area","Nehru Nagar",3,"Ceste C",2167,3,3,170
"Super built-up  Area","Raja Rajeshwari Nagar",2,"Unknown",1200,2,1,35
"Super built-up  Area","Gopalkrishna Nagar",2,"MJarlPe",1165,2,2,75
"Super built-up  Area","BTM 2nd Stage",2,"NDclenn",1274,2,2,70
"Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1151,2,2,39.02
"Plot  Area","Vidyaranyapura",6,"Unknown",1060,6,3,110
"Super built-up  Area","Thubarahalli",3,"ShdhiSa",1626,2,2,120
"Super built-up  Area","Banashankari Stage V",2,"Unknown",1035,2,2,35.77
"Plot  Area","Shanthi Layout",3,"Unknown",1272,4,0,75
"Built-up  Area","Jeevan bima nagar",2,"Unknown",965,2,1,45
"Plot  Area","Esther Enclave Layout",5,"Unknown",1600,5,2,140
"Super built-up  Area","Kothannur",2,"Unknown",1070,2,1,42.79
"Built-up  Area","Raja Rajeshwari Nagar",3,"Spensas",1570,2,2,65
"Built-up  Area","Volagerekallahalli",2,"PSterAs",1290,2,2,38
"Super built-up  Area","Keerthi Layout",2,"NianaKe",780,2,2,25
"Super built-up  Area","Ganga Nagar Extension",3,"Unknown",1000,2,1,65
"Plot  Area","9th Phase JP Nagar",4,"Unknown",1200,3,2,188
"Built-up  Area","Tindlu",7,"Unknown",7500,7,2,400
"Built-up  Area","5th Phase JP Nagar",3,"Unknown",1700,2,3,100
"Super built-up  Area","Haralur Road",3,"RBersll",1850,3,2,110
"Built-up  Area","Kereguddadahalli",2,"DSdorSp",904,2,1,30
"Super built-up  Area","Shikaripalya",2,"ALtonea",1121,2,1,43.72
"Super built-up  Area","7th Phase JP Nagar",3,"Vasta C",1385,2,2,58.17
"Super built-up  Area","Sahakara Nagar",2,"Rauil T",1270,2,1,69.85
"Super built-up  Area","Kanakpura Road",3,"JRrnauv",1450,3,3,56
"Plot  Area","Huttanahalli",3,"Unknown",2400,4,2,325
"Super built-up  Area","Mahadevpura",1,"Unknown",730,1,1,35
"Super built-up  Area","Raja Rajeshwari Nagar",3,"GrrvaGr",1580,3,3,53.56
"Super built-up  Area","Thanisandra",2,"Teire G",1111,2,1,50
"Plot  Area","Kengeri",4,"Unknown",1125,2,1,88
"Super built-up  Area","Varthur",2,"Maine J",977,2,2,36
"Super built-up  Area","Gunjur Palya",2,"Unknown",674,1,1,19.9
"Plot  Area","Nagarbhavi",3,"Unknown",600,3,1,83
"Plot  Area","Sarjapur",4,"Puodsm ",2540,4,1,115
"Super built-up  Area","Jakkur",2,"BrdgeNo",1290,2,1,100
"Plot  Area","Kumaraswami Layout",3,"Unknown",600,3,1,98
"Super built-up  Area","Abbigere",2,"SLtias ",795,2,1,32.54
"Super built-up  Area","Kanakpura Road",2,"PrarePa",700,1,1,35
"Built-up  Area","Ambedkar Colony",2,"RMcesa ",1463,1,1,142
"Built-up  Area","Vijayanagar",3,"Unknown",1000,3,0,140
"Super built-up  Area","Reliable Woods Layout",3,"Unknown",1306,2,2,58
"Super built-up  Area","4th T block Jayanagar",3,"Unknown",2401,3,2,185
"Plot  Area","Bommenahalli",4,"Prana S",1670,3,0,135
"Built-up  Area","Jayanagar",3,"Rathira",1875,2,3,235
"Plot  Area","Marsur",3,"AreraRe",1200,3,1,90
"Super built-up  Area","Dodda Nekkundi",3,"Unknown",1804,3,2,121
"Super built-up  Area","1st Phase JP Nagar",3,"Prhtsok",2065,4,1,210
"Super built-up  Area","Hoskote",3,"Deiveer",1225,3,1,40
"Super built-up  Area","Thanisandra",2,"Bhe 2ko",1290,2,0,58.68
"Super built-up  Area","Bellandur",2,"Trows M",900,2,2,56
"Super built-up  Area","Binny Pete",2,"She 2rk",1350,2,1,91
"Super built-up  Area","Kaggalipura",1,"Baowsig",700,1,0,36
"Super built-up  Area","Mysore Road",2,"Gopia O",1005,2,0,35.175
"Super built-up  Area","Poorna Pragna Layout",2,"Unknown",1160,2,1,46.39
"Super built-up  Area","Hennur Road",3,"ChionCo",1680,3,2,99.27
"Carpet  Area","LB Shastri Nagar",2,"CharkR ",1043,2,2,55
"Plot  Area","Hoskote",4,"Unknown",1200,4,1,120
"Super built-up  Area","Hebbal",2,"Diaveic",1040,2,2,46
"Super built-up  Area","Tindlu",3,"Shmolti",1357,2,2,65
"Plot  Area","Nayandanahalli",7,"Unknown",1600,7,1,104
"Super built-up  Area","Vibhutipura Extension",2,"Unknown",1225,2,2,47
"Plot  Area","Sunkadakatte",9,"Unknown",1500,6,1,80
"Super built-up  Area","Yelachenahalli",2,"Unknown",1130,2,2,40
"Built-up  Area","Basavangudi",4,"Unknown",2500,4,1,150
"Carpet  Area","Sultan Palaya",3,"Unknown",1700,3,3,120
"Super built-up  Area","Doddathoguru",3,"SKterAs",1549,3,2,65
"Super built-up  Area","Yeshwanthpur",2,"Goandn ",1400,2,2,100
"Super built-up  Area","Dodda Nekkundi",2,"MavarSa",1080,2,2,50
"Built-up  Area","Ulsoor",2,"Rilor C",1180,2,2,100
"Plot  Area","Chandra Layout",7,"Unknown",780,7,3,150
"Super built-up  Area","Domlur",3,"Saiewas",1800,3,2,150
"Super built-up  Area","Haralur Road",2,"SNnia E",1225,2,1,67.38
"Built-up  Area","Chandra Layout",1,"Unknown",890,1,1,75
"Super built-up  Area","Abbigere",2,"SLtias ",1005,2,1,39.59
"Super built-up  Area","Whitefield",2,"BrlisCo",1320,2,1,95
"Built-up  Area","Anandapura",4,"Unknown",1475,2,1,50
"Super built-up  Area","Hagadur",2,"SSoraba",1110,2,2,51
"Plot  Area","Popular Colony",2,"Unknown",1300,2,0,54
"Plot  Area","Vajarahalli",5,"Unknown",600,3,1,86
"Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,65.35
"Super built-up  Area","Jakkur",2,"SoineC ",1290,2,1,100
"Plot  Area","8th block Koramangala",3,"Unknown",2400,3,2,290
"Super built-up  Area","Banashankari",3,"Rallse ",2600,4,1,135
"Super built-up  Area","Sarakki Nagar",3,"Sowerew",2500,4,2,325
"Built-up  Area","Sanjay nagar",2,"Unknown",630,1,1,35
"Super built-up  Area","Hosa Road",2,"Unknown",1243,2,2,48.5
"Built-up  Area","Soundarya Layout",2,"Goe 3la",960,2,2,32
"Super built-up  Area","Banashankari 6th Stage ,Subramanyapura",3,"Unknown",1690,3,2,100
"Built-up  Area","Whitefield",2,"JahanSa",735,2,1,35
"Super built-up  Area","Banaswadi",2,"Unknown",1365,2,2,73
"Super built-up  Area","Rajaji Nagar",5,"Pumesim",2849,5,0,300
"Super built-up  Area","Hebbal",2,"Mahosya",1420,2,1,99.39
"Super built-up  Area","Somasundara Palya",3,"Unknown",1570,3,3,68
"Super built-up  Area","Bisuvanahalli",2,"Prityel",850,1,1,32
"Super built-up  Area","7th Phase JP Nagar",3,"Eladero",1575,2,2,110
"Super built-up  Area","Thigalarapalya",2,"Prtanha",1418,2,2,104
"Super built-up  Area","Uttarahalli",2,"Unknown",1050,2,1,42
"Super built-up  Area","Hennur Road",2,"GSideS ",1065,2,1,42.6
"Built-up  Area","Ulsoor",3,"Unknown",1340,3,0,90
"Super built-up  Area","Yelahanka New Town",3,"Unknown",1610,3,2,92
"Built-up  Area","Electronic City Phase II",2,"Sryalan",1160,2,1,33.5
"Super built-up  Area","Kudlu",2,"Srrnasa",1092,2,2,44
"Super built-up  Area","Parappana Agrahara",2,"Peide L",1194,2,2,47
"Super built-up  Area","Yelahanka",3,"Apows M",1455,3,1,61.5
"Super built-up  Area","Abbigere",1,"DSestma",734,1,0,19.82
"Built-up  Area","Samethanahalli",2,"SPontna",799,2,1,38
"Built-up  Area","Whitefield",3,"Unknown",1896,3,1,75
"Super built-up  Area","Ardendale",2,"Miwel M",1100,2,1,48
"Built-up  Area","Bellandur",2,"Unknown",1350,2,1,79
"Super built-up  Area","Amarjyothi Colony",3,"Unknown",1355,3,1,61
"Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,65
"Plot  Area","Pattanagere",2,"Unknown",1350,2,0,90
"Super built-up  Area","Cunningham Road",3,"Lelia M",3875,3,2,864
"Super built-up  Area","Kasavanhalli",3,"Unknown",1493,3,2,82
"Super built-up  Area","8th Phase JP Nagar",2,"MBodsen",1098,2,1,43.91
"Super built-up  Area","Banashankari",3,"Unknown",1900,2,1,170
"Super built-up  Area","Dollars Layout",3,"Sancya ",1460,3,2,88
"Super built-up  Area","Frazer Town",3,"Unknown",2350,4,3,285
"Plot  Area","Horamavu Banaswadi",5,"Unknown",1600,5,3,140
"Super built-up  Area","Varthur",2,"Hirio L",1091,2,1,32
"Super built-up  Area","Yelahanka",2,"Inurave",1180,2,3,42
"Super built-up  Area","Kanakpura Road",2,"PrityFa",1366,3,1,76.85
"Super built-up  Area","RMV Extension",3,"DSureSi",1685,3,2,95
